copy	start	end	protStart	rev
gi|786078558|ref|NW_012115156.1|:422593:428729:-	205	582	582	TRUE
gi|786078558|ref|NW_012115156.1|:422593:428729:-	585	827	827	TRUE
gi|786078558|ref|NW_012115156.1|:422593:428729:-	830	3427	3427	TRUE
gi|786078558|ref|NW_012115156.1|:422593:428729:-	4069	4228	4707	TRUE
gi|786078558|ref|NW_012115156.1|:422593:428729:-	4708	5092	5092	TRUE
gi|786075451|ref|NW_012115599.1|:2972794:2976679:-	94	1749	1749	TRUE
gi|786075451|ref|NW_012115599.1|:2972794:2976679:-	2313	2864	2864	TRUE
gi|786073506|ref|NW_012116533.1|:2620143:2623028:+	1	1805	1	FALSE
gi|786073506|ref|NW_012116533.1|:2620143:2623028:+	1900	2126	1806	FALSE
gi|786073506|ref|NW_012116533.1|:2620143:2623028:+	2127	2546	2127	FALSE
gi|786058318|ref|NW_012119844.1|:293714:296210:+	3	551	3	FALSE
gi|786058318|ref|NW_012119844.1|:293714:296210:+	618	1427	618	FALSE
gi|786058318|ref|NW_012119844.1|:293714:296210:+	1675	2493	1675	FALSE
gi|786047115|ref|NW_012122043.1|:3340959:3342337:+	22	1137	22	FALSE
gi|537225285|ref|NW_004973199.1|:1285781:1287059:-	78	1097	1097	TRUE
LKTN01065286.1:4146:4803:-	4	47	84	TRUE
LKTN01065286.1:4146:4803:-	85	560	560	TRUE
LKTN01105309.1:543:955:-	6	410	410	TRUE
NW_003642368.1:1:945:+	2	943	2	FALSE
LVCR01001572.1:29065:30052:-	215	931	931	TRUE
LVCR01003683.1:59563:60353:+	101	645	101	FALSE
LVCR01003683.1:59563:60353:+	746	789	646	FALSE
LVCR01008169.1:18243:19771:-	207	682	917	TRUE
LVCR01008169.1:18243:19771:-	918	1123	1123	TRUE
LVCR01010483.1:11157:11913:-	333	755	755	TRUE
LVCR01017515.1:6247:7097:+	363	740	363	FALSE
LVCR01017515.1:6247:7097:+	743	850	743	FALSE
LVCR01031333.1:7016:7420:-	2	400	400	TRUE
LVCR01039673.1:7979:9274:-	69	771	917	TRUE
LVCR01039673.1:7979:9274:-	918	1080	1080	TRUE
LVCR01047493.1:2703:4093:-	335	824	874	TRUE
LVCR01047493.1:2703:4093:-	875	1322	1322	TRUE
JPMF01003907.1:9692:10512:+	1	819	1	FALSE
JPMF01188862.1:1:461:-	3	461	461	TRUE
JPMF01252513.1:2:369:-	51	368	368	TRUE
gi|657100402|ref|NC_024316.1|:392830:393688:+	2	859	2	FALSE
gi|657100411|ref|NC_024307.1|:4107568:4108080:-	58	510	510	TRUE
gi|657099915|ref|NW_007584023.1|:109412:110256:-	51	812	812	TRUE
gi|657098818|ref|NW_007585120.1|:236695:237551:-	124	855	855	TRUE
gi|657099094|ref|NW_007584844.1|:32553:33368:-	3	626	626	TRUE
gi|657099092|ref|NW_007584846.1|:143353:143929:+	2	577	2	FALSE
gi|657098846|ref|NW_007585092.1|:841555:842111:+	4	522	4	FALSE
gi|657098836|ref|NW_007585102.1|:422213:423190:+	91	766	91	FALSE
gi|657098836|ref|NW_007585102.1|:422213:423190:+	772	889	767	FALSE
gi|657098831|ref|NW_007585107.1|:86196:87265:-	3	866	866	TRUE
JSUU01000133.1:44534:45359:+	3	515	3	FALSE
JSUU01008668.1:37927:38390:-	4	144	144	TRUE
JSUU01008668.1:37927:38390:-	153	464	464	TRUE
gi|972557339|ref|NW_015150468.1|:1215382:1216578:+	3	1163	3	FALSE
gi|972557067|ref|NW_015150740.1|:282943:283576:-	2	179	259	TRUE
gi|972557067|ref|NW_015150740.1|:282943:283576:-	260	623	623	TRUE
gi|972556936|ref|NW_015150871.1|:659053:659762:-	83	476	496	TRUE
gi|972556936|ref|NW_015150871.1|:659053:659762:-	497	710	710	TRUE
gi|972556892|ref|NW_015150915.1|:199339:200700:+	13	275	13	FALSE
gi|972556892|ref|NW_015150915.1|:199339:200700:+	292	1346	276	FALSE
gi|972556687|ref|NW_015151120.1|:426966:428579:-	268	491	528	TRUE
gi|972556687|ref|NW_015151120.1|:426966:428579:-	529	992	992	TRUE
gi|972556687|ref|NW_015151120.1|:426966:428579:-	998	1315	1315	TRUE
gi|972556588|ref|NW_015151219.1|:133827:135096:-	4	1224	1224	TRUE
gi|972556573|ref|NW_015151234.1|:5423:6539:+	15	697	15	FALSE
gi|972556573|ref|NW_015151234.1|:5423:6539:+	699	913	698	FALSE
gi|972556438|ref|NW_015151369.1|:255198:256363:+	2	934	2	FALSE
gi|972555772|ref|NW_015152035.1|:72926:74033:+	170	553	170	FALSE
gi|972555772|ref|NW_015152035.1|:72926:74033:+	558	1058	558	FALSE
gi|1097095695|ref|NW_017537722.1|:7645445:7646329:-	38	883	883	TRUE
gi|1097095694|ref|NW_017537723.1|:3001997:3003396:+	45	125	45	FALSE
gi|1097095694|ref|NW_017537723.1|:3001997:3003396:+	130	1098	130	FALSE
gi|1097095694|ref|NW_017537723.1|:8269715:8270498:-	7	136	138	TRUE
gi|1097095694|ref|NW_017537723.1|:8269715:8270498:-	139	775	775	TRUE
gi|1097095693|ref|NW_017537724.1|:11058735:11059917:-	40	1041	1041	TRUE
gi|1097095687|ref|NW_017537730.1|:5233305:5233900:+	11	156	11	FALSE
gi|1097095687|ref|NW_017537730.1|:5233305:5233900:+	179	555	157	FALSE
gi|1097095687|ref|NW_017537730.1|:9483579:9484838:-	279	692	692	TRUE
gi|1097095687|ref|NW_017537730.1|:9483579:9484838:-	700	1242	1242	TRUE
gi|1097094300|ref|NW_017537735.1|:2731264:2732493:-	50	757	757	TRUE
gi|1097094300|ref|NW_017537735.1|:2731264:2732493:-	765	1079	1079	TRUE
gi|1097094099|ref|NW_017537736.1|:8252160:8253744:+	361	1128	361	FALSE
gi|1097094099|ref|NW_017537736.1|:8252160:8253744:+	1131	1340	1131	FALSE
gi|1097093765|ref|NW_017537738.1|:14716408:14717890:-	576	1367	1367	TRUE
gi|1097093765|ref|NW_017537738.1|:14716408:14717890:-	1370	1474	1474	TRUE
gi|1097093529|ref|NW_017537740.1|:16485997:16487037:+	3	989	3	FALSE
gi|1097093425|ref|NW_017537741.1|:2720823:2722025:+	148	1164	148	FALSE
gi|1097093425|ref|NW_017537741.1|:8732337:8733077:-	12	740	740	TRUE
gi|1097093217|ref|NW_017537743.1|:7582988:7584001:-	9	580	581	TRUE
gi|1097093217|ref|NW_017537743.1|:7582988:7584001:-	582	862	862	TRUE
gi|1097093216|ref|NW_017537744.1|:16168319:16169359:-	2	1018	1018	TRUE
gi|1097093215|ref|NW_017537745.1|:13410282:13411441:+	2	799	2	FALSE
gi|1097093215|ref|NW_017537745.1|:13410282:13411441:+	801	1160	801	FALSE
gi|1097093212|ref|NW_017537748.1|:4159923:4160547:+	4	443	4	FALSE
gi|1097093212|ref|NW_017537748.1|:4159923:4160547:+	448	623	444	FALSE
gi|1097093211|ref|NW_017537749.1|:6494769:6496007:+	3	249	3	FALSE
gi|1097093211|ref|NW_017537749.1|:6494769:6496007:+	942	1092	250	FALSE
gi|1097093211|ref|NW_017537749.1|:6494769:6496007:+	1094	1237	1094	FALSE
gi|1097093210|ref|NW_017537750.1|:2418402:2419892:+	264	995	264	FALSE
gi|1097093210|ref|NW_017537750.1|:2418402:2419892:+	998	1282	998	FALSE
gi|1097093207|ref|NW_017537752.1|:70283:71856:-	1	1572	1572	TRUE
gi|1097093206|ref|NW_017537753.1|:12593915:12594904:-	1	984	984	TRUE
gi|1097093204|ref|NW_017537755.1|:5996302:5996768:+	1	465	1	FALSE
gi|1097093202|ref|NW_017537757.1|:4876543:4878704:-	6	1056	1058	TRUE
gi|1097093202|ref|NW_017537757.1|:4876543:4878704:-	1059	1315	1338	TRUE
gi|1097093202|ref|NW_017537757.1|:4876543:4878704:-	1339	2161	2161	TRUE
gi|1097093201|ref|NW_017537758.1|:12119689:12122660:+	139	2970	139	FALSE
gi|1097093201|ref|NW_017537758.1|:21846268:21847451:-	8	1183	1183	TRUE
gi|1097093199|ref|NW_017537760.1|:7251924:7252977:+	110	693	110	FALSE
gi|1097093199|ref|NW_017537760.1|:7251924:7252977:+	704	1053	694	FALSE
gi|1097095704|ref|NW_017537715.1|:5450334:5451397:+	3	157	3	FALSE
gi|1097095704|ref|NW_017537715.1|:5450334:5451397:+	162	487	158	FALSE
gi|1097095704|ref|NW_017537715.1|:5450334:5451397:+	490	1011	490	FALSE
gi|1097095702|ref|NW_017537716.1|:14051295:14051844:+	28	549	28	FALSE
gi|1097090679|ref|NW_017537953.1|:807982:809034:+	3	836	3	FALSE
gi|1097088160|ref|NW_017538103.1|:46964:48147:+	152	1045	152	FALSE
gi|1097087306|ref|NW_017538122.1|:639028:640077:+	48	1043	48	FALSE
gi|1097086355|ref|NW_017538148.1|:126616:127788:+	7	731	7	FALSE
gi|1097086355|ref|NW_017538148.1|:126616:127788:+	739	1172	732	FALSE
gi|1097086042|ref|NW_017538162.1|:142492:143612:+	49	1023	49	FALSE
gi|1097085769|ref|NW_017538183.1|:205475:206386:+	172	912	172	FALSE
gi|1097085751|ref|NW_017538186.1|:1044623:1045976:-	3	1352	1352	TRUE
gi|1097085676|ref|NW_017538239.1|:762596:763932:+	190	954	190	FALSE
gi|1097085676|ref|NW_017538239.1|:762596:763932:+	956	1156	956	FALSE
gi|1097085676|ref|NW_017538239.1|:2823681:2825022:-	8	1342	1342	TRUE
gi|1097085657|ref|NW_017538258.1|:1508937:1509325:-	33	389	389	TRUE
gi|1097085656|ref|NW_017538259.1|:398019:398753:-	3	386	386	TRUE
gi|1097085656|ref|NW_017538259.1|:398019:398753:-	388	735	735	TRUE
gi|1097085624|ref|NW_017538291.1|:84029:85144:+	1	1116	1	FALSE
gi|1097083221|ref|NW_017538371.1|:506894:507534:+	2	604	2	FALSE
gi|1097079215|ref|NW_017538767.1|:32617:33797:-	24	1181	1181	TRUE
gi|1097078362|ref|NW_017538811.1|:49138:49658:+	2	394	2	FALSE
gi|1097078362|ref|NW_017538811.1|:49138:49658:+	397	519	397	FALSE
gi|1097063059|ref|NW_017540263.1|:36230:37529:-	275	1279	1279	TRUE
gi|1097046210|ref|NW_017541613.1|:56249:58193:-	11	1945	1945	TRUE
gi|1097046144|ref|NW_017541679.1|:367272:367688:+	5	415	5	FALSE
gi|1097043911|ref|NW_017541749.1|:30352:30943:-	2	589	589	TRUE
gi|1097043885|ref|NW_017541774.1|:190830:191643:-	11	424	424	TRUE
gi|1097043885|ref|NW_017541774.1|:190830:191643:-	427	807	807	TRUE
gi|1097028317|ref|NW_017543260.1|:232718:233938:-	37	703	726	TRUE
gi|1097028317|ref|NW_017543260.1|:232718:233938:-	727	800	811	TRUE
gi|1097028317|ref|NW_017543260.1|:232718:233938:-	812	1064	1064	TRUE
gi|1097026260|ref|NW_017543356.1|:2015364:2016471:-	3	989	989	TRUE
gi|1097026260|ref|NW_017543356.1|:2015364:2016471:-	1013	1108	1108	TRUE
gi|1097022345|ref|NW_017543724.1|:10721:11866:+	158	1144	158	FALSE
gi|1097019997|ref|NW_017543887.1|:66029:66599:+	7	561	7	FALSE
gi|1097017946|ref|NW_017544114.1|:18403:19798:+	171	959	171	FALSE
gi|1097017946|ref|NW_017544114.1|:18403:19798:+	964	1173	964	FALSE
gi|1097004425|ref|NW_017546128.1|:10537:12508:+	5	471	5	FALSE
gi|1097004425|ref|NW_017546128.1|:10537:12508:+	677	1866	472	FALSE
gi|1097004393|ref|NW_017546160.1|:2807:3177:-	20	370	370	TRUE
gi|1097004004|ref|NW_017546549.1|:7290:8308:-	36	1016	1016	TRUE
gi|1097003853|ref|NW_017546700.1|:747:3829:-	165	669	692	TRUE
gi|1097003853|ref|NW_017546700.1|:747:3829:-	693	2997	2997	TRUE
ref|NW_018394238.1|:6701698:6702845:-	227	1147	1147	TRUE
ref|NW_001877080.4|:268592:269770:+	136	591	136	FALSE
ref|NW_001877080.4|:268592:269770:+	594	1142	594	FALSE
ref|NW_018394246.1|:148847:150124:-	36	914	914	TRUE
ref|NW_018394246.1|:148847:150124:-	917	1066	1066	TRUE
ref|NW_018394252.1|:19210187:19211367:+	114	509	114	FALSE
ref|NW_018394252.1|:19210187:19211367:+	512	1087	512	FALSE
ref|NW_001877362.5|:787980:789192:+	151	453	151	FALSE
ref|NW_001877362.5|:787980:789192:+	456	743	456	FALSE
ref|NW_001877362.5|:787980:789192:+	746	861	746	FALSE
ref|NW_001877362.5|:787980:789192:+	866	1161	862	FALSE
ref|NW_018394259.1|:261176:262427:-	251	817	817	TRUE
ref|NW_018394259.1|:261176:262427:-	831	932	932	TRUE
ref|NW_001877433.5|:1863796:1864608:-	73	663	663	TRUE
ref|NW_018394277.1|:15888295:15889545:+	391	1038	391	FALSE
ref|NW_008805272.2|:793226:794058:-	39	656	656	TRUE
ref|NW_008805272.2|:793226:794058:-	659	832	832	TRUE
ref|NW_018394289.1|:1196114:1197364:+	301	996	301	FALSE
ref|NW_018394294.1|:10791137:10792347:-	53	1054	1054	TRUE
ref|NW_018394300.1|:1837238:1838379:+	117	833	117	FALSE
ref|NW_018394300.1|:1837238:1838379:+	835	1107	835	FALSE
ref|NW_003040590.4|:15753513:15754976:-	329	1201	1201	TRUE
ref|NW_001878094.5|:558543:559736:-	37	606	606	TRUE
ref|NW_001878094.5|:558543:559736:-	609	1061	1061	TRUE
ref|NW_018394161.1|:802868:803996:+	134	1093	134	FALSE
ref|NW_001878136.5|:2064626:2065820:-	52	451	453	TRUE
ref|NW_001878136.5|:2064626:2065820:-	454	1054	1054	TRUE
ref|NW_003040660.4|:2898844:2900062:-	49	497	609	TRUE
ref|NW_003040660.4|:2898844:2900062:-	610	1052	1052	TRUE
ref|NW_018394307.1|:1013762:1014457:-	115	264	264	TRUE
ref|NW_018394307.1|:1013762:1014457:-	284	655	655	TRUE
ref|NW_018394322.1|:8068163:8068621:-	2	190	190	TRUE
ref|NW_018394322.1|:8068163:8068621:-	324	458	458	TRUE
ref|NW_018394322.1|:14001521:14002670:+	133	1038	133	FALSE
ref|NW_018394322.1|:14201580:14202781:+	149	1150	149	FALSE
ref|NW_018394323.1|:504696:506081:-	111	668	668	TRUE
ref|NW_018394323.1|:504696:506081:-	685	981	981	TRUE
ref|NW_018394325.1|:545203:546245:+	18	782	18	FALSE
ref|NW_018394325.1|:545203:546245:+	785	1033	785	FALSE
ref|NW_001878487.5|:2922300:2923504:-	66	893	893	TRUE
ref|NW_001878487.5|:2922300:2923504:-	896	1066	1066	TRUE
ref|NW_001877485.5|:84389:84770:+	3	174	3	FALSE
ref|NW_001877485.5|:84389:84770:+	186	360	175	FALSE
ref|NW_018394198.1|:21250868:21251393:+	2	305	2	FALSE
ref|NW_018394198.1|:21250868:21251393:+	314	509	306	FALSE
ref|NW_018394199.1|:8579844:8580522:-	215	679	679	TRUE
ref|NW_018394206.1|:24610763:24612189:+	198	452	198	FALSE
ref|NW_018394206.1|:24610763:24612189:+	589	1212	589	FALSE
ref|NW_001879283.5|:2487518:2488763:+	415	1023	415	FALSE
ref|NW_018394685.1|:243805:245013:-	39	485	485	TRUE
ref|NW_018394685.1|:243805:245013:-	488	1066	1066	TRUE
ref|NW_003336757.1|:26514:27626:-	5	961	961	TRUE
gi|476573835|ref|NW_004482513.1|:1027943:1032387:+	404	925	404	FALSE
gi|476573835|ref|NW_004482513.1|:1027943:1032387:+	1049	4240	1049	FALSE
gi|476573835|ref|NW_004482513.1|:1027943:1032387:+	4243	4443	4243	FALSE
gi|476560658|ref|NW_004495685.1|:2100901:2105593:-	2	3499	3499	TRUE
gi|476560658|ref|NW_004495685.1|:2100901:2105593:-	3618	4448	4448	TRUE
ref|NW_019160867.1|:21560689:21561861:-	201	900	914	TRUE
ref|NW_019160867.1|:21560689:21561861:-	915	1173	1173	TRUE
ref|NW_019160885.1|:12428668:12430723:-	286	1929	1929	TRUE
ref|NW_019160897.1|:8577011:8578168:-	14	339	340	TRUE
ref|NW_019160897.1|:8577011:8578168:-	341	785	786	TRUE
ref|NW_019160897.1|:8577011:8578168:-	787	1031	1031	TRUE
ref|NW_019160945.1|:1342933:1348859:-	233	2258	3253	TRUE
ref|NW_019160945.1|:1342933:1348859:-	3254	4049	4049	TRUE
ref|NW_019160945.1|:1342933:1348859:-	4264	4788	4788	TRUE
ref|NW_019160945.1|:1342933:1348859:-	4875	5030	5030	TRUE
ref|NW_019160966.1|:4312403:4318054:-	366	2216	2216	TRUE
ref|NW_019160966.1|:4312403:4318054:-	2219	3454	3454	TRUE
ref|NW_019160966.1|:4312403:4318054:-	3466	4185	4185	TRUE
ref|NW_019160966.1|:4312403:4318054:-	4247	4457	4606	TRUE
ref|NW_019160966.1|:4312403:4318054:-	4607	5132	5132	TRUE
HG916836.1:17767335:17768457:-	60	419	419	TRUE
HG916836.1:17767335:17768457:-	425	1123	1123	TRUE
HG916837.1:27772015:27772702:-	21	668	668	TRUE
HG916841.1:25836049:25837633:-	174	1208	1208	TRUE
HG916851.1:17170930:17172486:-	140	672	682	TRUE
HG916851.1:17170930:17172486:-	683	1176	1176	TRUE
HG916851.1:72513233:72514557:-	166	777	777	TRUE
HG916851.1:72513233:72514557:-	788	1192	1192	TRUE
HG916851.1:76512209:76513692:+	276	802	276	FALSE
HG916851.1:76512209:76513692:+	804	1309	803	FALSE
HG916851.1:88726097:88727114:-	4	893	903	TRUE
HG916851.1:88726097:88727114:-	904	1016	1016	TRUE
gi|505754007|ref|NW_004558715.1|:30944870:30947092:+	426	2141	426	FALSE
gi|505753859|ref|NW_004558716.1|:11223968:11226252:+	151	754	151	FALSE
gi|505753859|ref|NW_004558716.1|:11223968:11226252:+	757	1187	755	FALSE
gi|505753859|ref|NW_004558716.1|:11223968:11226252:+	1742	1922	1188	FALSE
gi|505753859|ref|NW_004558716.1|:41221430:41224348:-	371	2203	2203	TRUE
gi|505751931|ref|NW_004558727.1|:34817432:34818226:-	2	474	478	TRUE
gi|505751931|ref|NW_004558727.1|:34817432:34818226:-	479	792	792	TRUE
gi|505751237|ref|NW_004558741.1|:9233774:9236526:+	575	2341	575	FALSE
gi|505751119|ref|NW_004558751.1|:5290360:5293173:-	372	2009	2009	TRUE
gi|505751119|ref|NW_004558751.1|:5290360:5293173:-	2011	2133	2133	TRUE
gi|505750917|ref|NW_004558771.1|:5422453:5425033:+	380	1230	380	FALSE
gi|505750917|ref|NW_004558771.1|:5422453:5425033:+	1571	2178	1231	FALSE
gi|505744607|ref|NW_004563733.1|:11:1554:+	9	576	9	FALSE
gi|505744607|ref|NW_004563733.1|:11:1554:+	834	1362	577	FALSE
gi|640753755|ref|NW_007370680.1|:4124261:4125071:-	36	773	773	TRUE
gi|640753753|ref|NW_007370682.1|:414704:415479:-	37	774	774	TRUE
gi|194222086|ref|NW_001867383.1|:7514007:7515578:-	13	1146	1146	TRUE
gi|194206057|ref|NW_001867386.1|:55644697:55647085:+	410	2131	410	FALSE
gi|194207227|ref|NW_001867387.1|:77580575:77581506:-	3	932	932	TRUE
gi|194214214|ref|NW_001867428.1|:11075778:11077550:-	1	517	801	TRUE
gi|194214214|ref|NW_001867428.1|:11075778:11077550:-	802	1217	1222	TRUE
gi|194214214|ref|NW_001867428.1|:11075778:11077550:-	1223	1553	1553	TRUE
NIPP01002972.1:110236:111070:-	3	821	821	TRUE
NIPP01042797.1:1:904:-	3	902	902	TRUE
LGHW01001201.1:637464:638416:+	1	334	1	FALSE
LGHW01001201.1:637464:638416:+	340	949	335	FALSE
LGHW01001939.1:173494:174390:+	3	701	3	FALSE
LGHW01002004.1:226505:227561:-	5	1000	1000	TRUE
LGHX01000022.1:100845:102133:+	48	965	48	FALSE
LGHX01000022.1:100845:102133:+	998	1195	998	FALSE
LGHX01002010.1:652639:653944:-	136	924	924	TRUE
LGHX01002010.1:652639:653944:-	926	1294	1294	TRUE
gi|753112611|ref|NT_343645.1|:1:710:-	33	605	605	TRUE
gi|753092154|ref|NT_364102.1|:400:1426:+	3	1025	3	FALSE
gi|753086874|ref|NT_369382.1|:2:1073:+	3	1070	3	FALSE
gi|753358407|ref|NT_188071.1|:446806:448676:-	7	735	735	TRUE
gi|753358407|ref|NT_188071.1|:446806:448676:-	789	1358	1358	TRUE
gi|753358407|ref|NT_188071.1|:446806:448676:-	1510	1590	1590	TRUE
gi|730054465|ref|NW_011043613.1|:3565341:3571958:+	1810	2364	1810	FALSE
gi|730054465|ref|NW_011043613.1|:3565341:3571958:+	2529	6299	2529	FALSE
gi|730054414|ref|NW_011043664.1|:1524817:1532531:+	2903	3457	2903	FALSE
gi|730054414|ref|NW_011043664.1|:1524817:1532531:+	3622	7392	3622	FALSE
gi|730053948|ref|NW_011044130.1|:1313645:1320234:-	315	4085	4085	TRUE
gi|730053948|ref|NW_011044130.1|:1313645:1320234:-	4250	4804	4804	TRUE
gi|730053616|ref|NW_011044462.1|:11229506:11234398:-	314	4084	4084	TRUE
gi|730053616|ref|NW_011044462.1|:11229506:11234398:-	4249	4893	4893	TRUE
gi|730053498|ref|NW_011044580.1|:3699043:3705557:-	323	4093	4093	TRUE
gi|730053498|ref|NW_011044580.1|:3699043:3705557:-	4258	4812	4812	TRUE
gi|730053450|ref|NW_011044628.1|:5146333:5152942:+	1801	2355	1801	FALSE
gi|730053450|ref|NW_011044628.1|:5146333:5152942:+	2520	6290	2520	FALSE
ref|NW_012224495.1|:296032:296424:+	11	340	11	FALSE
ref|NW_012224503.1|:557167:558221:+	1	1029	1	FALSE
ref|NW_012224535.1|:394565:395365:+	17	784	17	FALSE
ref|NW_012224558.1|:334519:335562:-	19	1044	1044	TRUE
ref|NW_012224558.1|:383509:384293:+	2	784	2	FALSE
ref|NW_012224639.1|:271725:272777:-	30	959	959	TRUE
ref|NW_012224676.1|:383762:384438:+	253	672	253	FALSE
ref|NW_012224698.1|:2821013:2821957:-	41	943	943	TRUE
ref|NW_012224702.1|:436429:436891:+	18	461	18	FALSE
ref|NW_012224751.1|:199274:200497:-	34	1071	1071	TRUE
ref|NW_012224778.1|:350935:351457:+	1	522	1	FALSE
ref|NW_012224786.1|:3413:4464:-	50	823	823	TRUE
ref|NW_012224786.1|:3413:4464:-	827	895	895	TRUE
ref|NW_012224786.1|:3413:4464:-	897	1052	1052	TRUE
ref|NW_012225230.1|:13560:15187:+	3	167	3	FALSE
ref|NW_012225230.1|:13560:15187:+	232	1090	232	FALSE
ref|NW_012225230.1|:13560:15187:+	1105	1561	1091	FALSE
ref|NW_012226644.1|:1:652:+	6	626	6	FALSE
ref|NW_012234260.1|:3155650:3156323:-	2	377	382	TRUE
ref|NW_012234260.1|:3155650:3156323:-	383	518	518	TRUE
ref|NW_012234266.1|:2667474:2668516:+	1	1017	1	FALSE
ref|NW_012234315.1|:1523653:1524304:-	3	650	650	TRUE
ref|NW_012234317.1|:1479985:1480459:-	4	474	474	TRUE
ref|NW_012234361.1|:1237998:1238471:+	52	471	52	FALSE
ref|NW_012234389.1|:136642:137118:-	25	477	477	TRUE
ref|NW_012234397.1|:178773:179207:+	2	400	2	FALSE
ref|NW_012234417.1|:248661:249439:-	2	760	760	TRUE
ref|NW_012234572.1|:193947:194893:+	5	907	5	FALSE
HE567548.1:516462:516981:+	4	519	4	FALSE
HE569453.1:431450:431861:+	2	412	2	FALSE
HE570147.1:1794976:1795946:+	118	966	118	FALSE
CAEA01372833.1:39:657:-	77	619	619	TRUE
CAEA01308877.1:602:1611:+	2	832	2	FALSE
CAEA01153087.1:1:443:+	2	424	2	FALSE
CAEA01126107.1:244:908:-	76	660	660	TRUE
AANH01000512.1:205146:206523:+	2	1012	2	FALSE
AANH01002107.1:43291:45590:-	261	2134	2138	TRUE
AANH01002107.1:43291:45590:-	2139	2290	2290	TRUE
AANH01005919.1:36811:37569:-	1	753	753	TRUE
AANH01005992.1:37112:38685:-	223	573	573	TRUE
AANH01005992.1:37112:38685:-	576	838	839	TRUE
AANH01005992.1:37112:38685:-	840	1216	1216	TRUE
AANH01007258.1:107480:109101:-	364	1098	1098	TRUE
AANH01007258.1:107480:109101:-	1103	1621	1621	TRUE
AANH01008042.1:36850:38137:+	1	969	1	FALSE
AANH01010364.1:84174:85114:+	12	809	12	FALSE
AANH01012154.1:83180:84385:+	242	860	242	FALSE
AANH01012154.1:83180:84385:+	863	1205	861	FALSE
AANH01012986.1:9744:12749:-	369	1003	1181	TRUE
AANH01012986.1:9744:12749:-	1182	2923	2923	TRUE
AANH01013483.1:4223:5520:+	1	978	1	FALSE
AANH01015575.1:7420:7921:+	144	473	144	FALSE
AANH01016503.1:1800:3124:+	169	598	169	FALSE
AANH01016503.1:1800:3124:+	1069	1261	599	FALSE
gi|972900996|ref|NW_015161947.1|:1139210:1142429:+	61	3207	61	FALSE
gi|972900987|ref|NW_015161956.1|:1342083:1344446:+	3	2363	3	FALSE
gi|972895700|ref|NW_015167243.1|:6037:9260:+	62	3208	62	FALSE
gi|972895366|ref|NW_015167577.1|:274345:275826:-	17	1284	1318	TRUE
gi|972895366|ref|NW_015167577.1|:274345:275826:-	1319	1482	1482	TRUE
gi|972894899|ref|NW_015168044.1|:994101:997120:-	1	2672	2676	TRUE
gi|972894899|ref|NW_015168044.1|:994101:997120:-	2677	2942	2942	TRUE
gi|972894227|ref|NW_015168716.1|:160192:163119:+	6	2927	6	FALSE
gi|972894221|ref|NW_015168722.1|:7255:9155:+	38	1771	38	FALSE
gi|972890936|ref|NW_015172007.1|:1692269:1695488:+	181	3201	181	FALSE
gi|972890388|ref|NW_015172555.1|:1564283:1567504:-	20	2654	2662	TRUE
gi|972890388|ref|NW_015172555.1|:1564283:1567504:-	2663	3161	3161	TRUE
gi|972889781|ref|NW_015173162.1|:1029332:1030869:+	2	1513	2	FALSE
gi|972886943|ref|NW_015176000.1|:394301:397518:+	79	513	79	FALSE
gi|972886943|ref|NW_015176000.1|:394301:397518:+	515	3205	515	FALSE
gi|972886927|ref|NW_015176016.1|:34584:36082:+	1	956	1	FALSE
gi|972886927|ref|NW_015176016.1|:34584:36082:+	997	1484	957	FALSE
LVKQ01S006633.1:343621:345662:+	12	2039	12	FALSE
LVKQ01S007981.1:36643:37692:-	20	592	592	TRUE
LVKQ01S007981.1:36643:37692:-	594	1049	1049	TRUE
LVKQ01S008157.1:49919:52849:-	115	2931	2931	TRUE
LVKQ01S008589.1:135945:138398:+	425	2014	425	FALSE
LVKQ01S008589.1:135945:138398:+	2019	2453	2019	FALSE
LVKQ01S009513.1:21515:23449:+	263	600	263	FALSE
LVKQ01S009513.1:21515:23449:+	611	782	601	FALSE
LVKQ01S009513.1:21515:23449:+	787	1928	783	FALSE
LVKQ01S012543.1:203060:203921:+	6	410	6	FALSE
LVKQ01S012543.1:203060:203921:+	415	843	415	FALSE
LVKQ01S013126.1:11905:14100:-	65	1245	1300	TRUE
LVKQ01S013126.1:11905:14100:-	1301	1944	1944	TRUE
LVKQ01S021476.1:117250:118784:+	1	346	1	FALSE
LVKQ01S021476.1:117250:118784:+	349	1462	347	FALSE
CYUI01014902.1:9502246:9504632:-	339	1520	1520	TRUE
CYUI01014902.1:9502246:9504632:-	1522	2047	2055	TRUE
CYUI01014902.1:9502246:9504632:-	2056	2386	2386	TRUE
CYUI01014915.1:14490209:14496234:+	904	1397	904	FALSE
CYUI01014915.1:14490209:14496234:+	1884	1917	904	FALSE
CYUI01014915.1:14490209:14496234:+	2184	3380	2184	FALSE
CYUI01014915.1:14490209:14496234:+	3383	5806	3383	FALSE
CYUI01014918.1:16900616:16906044:-	243	2012	2012	TRUE
CYUI01014918.1:16900616:16906044:-	2015	2343	2362	TRUE
CYUI01014918.1:16900616:16906044:-	2363	4050	4050	TRUE
CYUI01014918.1:16900616:16906044:-	4117	4600	4602	TRUE
CYUI01014918.1:16900616:16906044:-	4603	5128	5128	TRUE
CYUI01014920.1:1534654:1540683:-	228	3788	3788	TRUE
